,time,cluster,nino12,nino3,nino34,nino4,canonical,EMI,C_index_takahashi,E_index_takahashi
0,1905-01-01,6,0.52552027,0.81526136,1.0391624,0.6727168,0.7783442,0.6046093,1.0910666,0.18916187
1,1905-02-01,6,0.56275296,0.70275974,1.0492524,0.8649336,0.64357233,0.77580965,1.414112,0.13028616
2,1905-03-01,6,0.52113587,0.8414981,1.1548984,0.6535904,0.7457751,0.6012322,1.0589901,0.19434068
3,1905-04-01,7,0.9778468,0.8959057,0.94426936,0.40313753,0.838721,0.13329493,0.58754915,0.776278
4,1905-05-01,7,1.3630333,1.2571932,1.0913994,0.4898097,1.2238759,-0.064317636,0.6963731,1.1181284
5,1905-06-01,7,1.5605142,1.405651,1.0620308,0.49902344,1.4746433,-0.14977083,0.6922884,1.3110025
6,1905-07-01,7,1.2356848,1.4216862,1.1751449,0.57212424,1.4699829,0.2090907,0.8490428,0.94962263
7,1905-08-01,7,1.4441773,1.4486736,1.2833395,0.6385472,1.5317261,0.09843893,0.9411125,1.1249037
8,1905-09-01,7,1.1284671,1.6064758,1.5511279,0.78471005,1.6354663,0.2991012,1.2211604,0.73611206
9,1905-10-01,7,0.9161525,1.5299293,1.4964206,0.8421351,1.5219709,0.4098112,1.3400145,0.49508494
10,1905-11-01,7,1.0983367,1.463997,1.4223529,0.8758434,1.4582963,0.49265966,1.3791001,0.660415
11,1905-12-01,7,0.48464572,1.4284018,1.4723275,0.80925405,1.4015489,0.4736275,1.3272674,0.0800187
12,1906-01-01,7,0.6044015,1.3193145,1.2568212,0.6890584,1.3165305,0.47379327,1.1109592,0.25987232
13,1906-02-01,6,0.62646556,0.89086884,0.8668019,0.43981272,0.8556857,0.3580694,0.68503505,0.4065592
14,1906-03-01,6,0.7527026,0.4236988,0.71657884,0.4856608,0.27628127,0.5279631,0.75035316,0.5098722
15,1906-04-01,6,0.029892582,0.45838097,0.57933605,0.2397584,0.3713717,0.29466957,0.40460002,-0.08998662
16,1906-05-01,5,-0.43888757,-0.009752321,0.14225943,0.09372929,-0.10201039,0.31260148,0.20322855,-0.48575222
17,1906-06-01,5,-0.8034339,-0.0450023,0.26668447,0.12582842,-0.16735569,0.38863838,0.2942517,-0.8663481
18,1906-07-01,5,-0.8597403,-0.24349584,0.16353689,0.28666955,-0.39501557,0.44415316,0.5733123,-1.0030751
19,1906-08-01,2,-1.1636729,-0.76233584,-0.27377814,0.14730003,-0.91992867,0.36670446,0.36677736,-1.2373229
20,1906-09-01,5,-0.70486844,-0.52650577,-0.33741888,0.24399295,-0.5762836,0.23975535,0.48527488,-0.8268649
21,1906-10-01,2,-0.65533096,-0.5765235,-0.5528201,-0.0028933496,-0.5810493,0.019333273,0.0606144,-0.6538843
22,1906-11-01,2,-0.6097363,-0.62239844,-0.6444538,-0.21341085,-0.620915,-0.097225815,-0.3018248,-0.5030309
23,1906-12-01,5,-0.5579022,-0.5040202,-0.4853705,-0.10351064,-0.49841493,-0.01830297,-0.12017787,-0.5061469
24,1907-01-01,5,-0.16924852,-0.479988,-0.5102814,0.11119304,-0.40395212,-0.039951224,0.20595303,-0.22484504
25,1907-02-01,5,0.023252927,-0.47447228,-0.4744981,0.19396146,-0.39749643,0.08061719,0.32740918,-0.0737278
26,1907-03-01,5,-0.43312457,-0.30038214,-0.35352868,0.033609517,-0.20246086,-0.06072173,0.10044864,-0.44992933
27,1907-04-01,5,-0.55502206,-0.18435377,-0.12582938,-0.036868718,-0.1719604,0.17404313,-0.0071746185,-0.5365877
28,1907-05-01,5,-0.64878964,-0.04773566,0.18527856,0.17637262,-0.07838123,0.30142152,0.36471242,-0.73697597
29,1907-06-01,5,-1.0817527,0.2516873,0.39441442,0.12412511,0.23897143,0.07575369,0.31918797,-1.1438152
30,1907-07-01,5,-0.5894258,0.34998786,0.4495081,0.23214042,0.3500607,0.047189295,0.4535813,-0.705496
31,1907-08-01,5,-0.3733415,0.14976592,0.2895344,0.06137504,0.17705764,0.064721555,0.14167172,-0.404029
32,1907-09-01,5,-0.10693714,0.048767168,0.19043404,0.17384875,0.05878187,0.23505312,0.30623657,-0.19386151
33,1907-10-01,5,-0.13624972,-0.02652002,0.02942203,0.16187707,-0.04245473,0.067053154,0.28881598,-0.21718825
34,1907-11-01,5,-0.18217172,-0.24813841,-0.36770713,-0.024063747,-0.21104288,-0.23694034,-0.022691198,-0.17013985
35,1907-12-01,5,-0.32028142,0.13120414,-0.00017548278,0.19864479,0.16589347,-0.010319248,0.36972427,-0.41960382
36,1908-01-01,5,-0.15280682,-0.071606375,0.010496993,0.56939805,-0.01144166,0.2575923,0.98325735,-0.43750584
37,1908-02-01,5,-0.10923666,-0.10421216,0.14508691,0.6485964,-0.08045185,0.24231398,1.1135375,-0.43353486
38,1908-03-01,3,-0.09105375,-0.3396887,-0.51806784,-0.115707144,-0.25098127,-0.36169583,-0.18759678,-0.033200175
39,1908-04-01,2,-0.9353909,-0.68699545,-0.59602404,-0.12617123,-0.6990041,0.07309946,-0.12095201,-0.8723053
40,1908-05-01,2,-0.8684355,-0.6530072,-0.44414645,-0.16925283,-0.67188376,0.11426751,-0.20088628,-0.78380907
41,1908-06-01,3,-0.3606318,-0.4549558,-0.48673478,-0.37987244,-0.47562113,-0.04425188,-0.60972,-0.17069557
42,1908-07-01,3,-0.40470907,-0.59517986,-0.68970734,-0.43448672,-0.5897206,-0.18848993,-0.69815654,-0.18746571
43,1908-08-01,3,-0.5808978,-0.38836947,-0.31404778,-0.1426054,-0.37432653,0.13636184,-0.1843394,-0.5095951
