,Worker 0,Worker 1,Worker 2,Worker 3,Worker 4
10,"[1.005987897786227, 1.0059748766157361, 1.0059879266854488, 0.978846866903883, 0.917947932967935, 0.8704545287050383, 0.8796110636929069, 0.8283183660004476, 0.8780595233283862, 0.7710254699067034, 0.7413342275131832, 0.7413637562066016, 0.7006546530865058, 0.7022759042815728, 0.6795549988731592, 0.7002853253679444, 0.6748081116272946, 0.6656191380788582, 0.659440575013257, 0.6727363057840954]","[1.0059878826141357, 1.0059880577434193, 1.0021912017374328, 1.0010268086616438, 0.9921294989007892, 0.8374199596318331, 0.9706317648141071, 0.7407699092590447, 0.9426640102839229, 0.7237512677034946, 0.7405928639006434, 0.7462523502352262, 0.7497022550455248, 0.7661689615249634, 0.7456313429637389, 0.740128010186282, 0.7215620986349655, 0.7082256743341986, 0.6747542914507365, 0.696491511590553]","[1.0059880018234253, 1.0059881210327148, 0.9991040388502256, 1.005677241050836, 0.805680577670685, 0.873049775687131, 0.8594123403110889, 0.8050465183787876, 0.876033855676651, 0.7475019962513688, 0.7099031213738701, 0.716721055364669, 0.6840272602905528, 0.6738669803452613, 0.6644212958216668, 0.6624682879553299, 0.6551760893999928, 0.6526636429281548, 0.6528806324634288, 0.6440647143291103]","[1.0059880018234253, 1.0059879810882337, 0.9892364562400664, 0.9981981756229593, 0.9442456813773723, 0.9647142110448895, 0.8714875295908764, 0.8558889908561803, 0.8055695187925088, 0.8909191770445217, 0.7544552968246768, 0.7823255931623656, 0.7341738469070859, 0.6951406776001959, 0.6769168794757188, 0.6710020847227236, 0.644794334042253, 0.6563237448729048, 0.6268658041999196, 0.6256841799541555]","[1.0059880018234253, 1.0059865424608943, 0.9985507224545335, 0.9842591779761845, 0.9531869612287993, 0.9551232534406161, 0.8033771008870216, 0.9191015454494592, 0.6682998026982703, 0.7010904290730303, 0.6743077095816232, 0.9755054586463504, 0.655545367377274, 0.6654567254297059, 0.6306530766911579, 0.6544577051082042, 0.6219165884786182, 0.6363781023717889, 0.6205435655273572, 0.6080430593921079]"
11,"[1.0059880018234253, 1.0059332389060898, 1.0054585674314789, 0.9814906314888385, 0.9052887110969033, 0.8909425621743154, 0.963502600150879, 0.8259583591270928, 0.7231214284987161, 0.9306773226309304, 0.7961522094408671, 0.775819405859167, 0.729971979030154, 0.7087373306067904, 0.7100680737016779, 0.7014528725815542, 0.7030884440499122, 0.7049637694671901, 0.6924365569846799, 0.7068100000902859]","[1.0059880018234253, 1.0059878087043763, 0.9927362643949913, 0.9517864307008609, 0.9993030505469351, 0.9721268701733965, 0.8896941404300507, 0.996778553796537, 0.817272359736339, 0.7249405131647081, 0.7707711342985581, 0.9706130169919043, 0.7007828455561339, 0.6943851405607931, 0.6707589367468549, 0.663726447125276, 0.6734035233280273, 0.6544488984406597, 0.6660129304064645, 0.6487565123613435]","[1.0059879898784136, 1.0059877101580301, 1.0039695668943, 0.9953405978101673, 0.9518202633177392, 0.8047788902033459, 0.9174880312849777, 0.753327347762657, 0.9467433529008519, 0.6504773434560106, 0.7037161233757783, 0.6797038197427085, 0.6358085342383746, 0.6382689275825867, 0.6294009221608591, 0.6407721138452038, 0.6386422575889814, 0.6238625073131889, 0.6537279417538884, 0.6516898194015628]","[1.0059880018234253, 1.0058858321411441, 1.0059878826141357, 0.9977118880339343, 0.8543445322218567, 0.8676155119520997, 0.9676733742759686, 0.7398174734353417, 0.8993486223076329, 0.7533288915079049, 0.7220201889192215, 0.7535803908832146, 0.7122733129425483, 0.6775613098267955, 0.6557597558019739, 0.6706258575339811, 0.6561446069677671, 0.6394180276011577, 0.6303200464296823, 0.6081388977591438]","[1.00598807838228, 1.0059878826141357, 1.0052046641195664, 0.9755466693940789, 0.7879260158493663, 0.9021704850052342, 0.9760767418808407, 0.8537419060625211, 0.855589269032382, 0.8585396296568591, 0.7534494225620622, 0.7772025174504579, 0.7204462666674094, 0.7063863408189229, 0.6791057275130291, 0.7026582557655344, 0.6659600095977687, 0.6729961451782722, 0.6674618063009147, 0.6631581545703941]"
12,"[1.0059878826141357, 1.0059878826141357, 0.9112904682785573, 1.0059823649579829, 0.8455561146802373, 0.8148775918736603, 0.9544806863322403, 0.8525755687946021, 0.9693400700766631, 0.7361363940016188, 0.7954012932831591, 0.7539070151836583, 0.7169065020120505, 0.6944073046487991, 0.6781082959458081, 0.6984302389772251, 0.6692324143151442, 0.6593083325449867, 0.6790163306515626, 0.6425813372613806]","[1.0059880018234253, 1.0059879851341247, 1.004623813159538, 0.9133049979023259, 0.9974309689769841, 0.9909089452690548, 0.9368002269424573, 0.9417171754259052, 0.9770727994466069, 0.75250128291171, 0.8017172909655956, 0.7685520854712736, 0.7531210793840765, 0.7421354247885521, 0.7369795541645903, 0.7228097827168125, 0.6905213097339928, 0.6974822342154956, 0.6789710185082272, 0.6576190981938682]","[1.0059880018234253, 1.0058384693752636, 1.005948871049014, 1.0003637374230105, 0.8803398933856175, 0.9628011361697707, 0.8872777192821406, 0.8766770038339827, 0.8562124102254106, 0.7966170477490835, 0.7231835203956474, 0.7800105840020408, 0.6961344839617459, 0.6785089989563431, 0.6659670351641347, 0.6583564786552781, 0.6535121095285873, 0.6555156867160942, 0.6495636436568968, 0.6548214948764353]","[1.0059878826141357, 1.0059881210327148, 1.004903390503893, 1.0040425288556802, 0.9202694190180662, 0.8827337752749221, 0.902943518209939, 0.8881475971323071, 0.9157168228879119, 0.7930389209347541, 0.6787151412613163, 0.7237753784987662, 0.656587795680671, 0.6567410086900598, 0.6319745315107131, 0.6471472522187414, 0.6513952156765894, 0.6646270260756666, 0.6817520758253758, 0.6453296543401901]","[1.0059880018234253, 1.0059604113029712, 1.0059877634048462, 0.9739988140265147, 1.001270144009831, 0.9803829612515189, 0.9510403018587767, 0.9752924360711165, 0.8850486048694813, 0.7515781712471836, 0.8310236185066627, 0.7903617604919756, 0.7196118041015033, 0.706067487699817, 0.696524791786767, 0.692109886594493, 0.684973411769277, 0.6771353652666916, 0.687688263377758, 0.6724371521250166]"
13,"[1.0059881210327148, 1.0059877436570448, 1.0058554240669868, 1.0040372442356265, 0.9259873569433135, 0.9199367282968579, 0.9829596168946738, 0.8841051272491012, 0.8472706266289407, 0.95784272519627, 0.739190046796293, 0.7640293102643707, 0.7505352318693291, 0.7438081315355469, 0.7312881536857047, 0.7445435214494214, 0.7309761919066159, 0.7136333681755896, 0.686854117854376, 0.6817674696385259]","[1.0059878826141357, 1.0059825560300037, 1.0056712076158234, 0.9925226034479911, 0.9458424906259534, 0.8962661280957135, 0.9039812993491538, 0.8104167060584131, 0.9809029025501675, 0.7788364374742965, 0.7613861009598982, 0.743512124604348, 0.7348629180409691, 0.7243403229614099, 0.7175270630103169, 0.7343755339462348, 0.6874118600108406, 0.6925956039883272, 0.6756228767079536, 0.6826024687079468]","[1.0059879476614673, 1.0059168975762647, 1.0059878826141357, 1.0019571094922346, 0.857294176750713, 0.946066636756213, 0.9992383462732488, 0.9161762764839211, 0.881412990782598, 0.7257711353837841, 0.9948990394370725, 0.7778045731632396, 0.6737029669155377, 0.6588077459521968, 0.6419078573674867, 0.6390380197748391, 0.65692580945263, 0.6233988660829838, 0.6240448395456328, 0.6263888312966535]","[1.0059879391121143, 1.0059861810279616, 0.9840331756526773, 1.005960533618927, 0.9567745443847444, 0.8270416463354622, 0.7910696285812542, 0.9840601337437678, 0.7525881608191765, 0.9344365274243884, 0.7833023164413794, 0.7744423237412867, 0.7515948734018538, 0.7331145165303741, 0.7035010356297998, 0.705175988038983, 0.6897713055424016, 0.6916954101908086, 0.6569449733483671, 0.6602609572612276]","[1.0059880018234253, 1.0059878826141357, 1.005987588709051, 0.9997618776258796, 0.9909369107569107, 0.9840732820106275, 0.9419003727640769, 0.9064390120421997, 0.8117688470138142, 0.7466703659627173, 0.7078831172410888, 0.7170611836874123, 0.7054005107434109, 0.7011363887689029, 0.673759253169551, 0.7028033978890891, 0.6699661968332349, 0.6671636663452544, 0.6601836444211728, 0.6456882773746143]"
14,"[1.0059880018234253, 1.0059878826141357, 0.9602048877573977, 1.0059878826141357, 0.8758793995356319, 0.9225675301840811, 0.858876129306025, 0.9516483504121954, 0.7534757751324261, 0.6635446653138809, 0.9637765169926364, 0.6917017125398522, 0.6729809457590483, 0.6281272262334824, 0.6424364204448882, 0.6359316676674467, 0.6217626383750126, 0.6177015195169834, 0.6156390124243317, 0.6264993754149687]","[1.0059880018234253, 1.0059587724040253, 0.9588433903636354, 1.0046784542546128, 0.94025226874785, 0.9813816977209515, 0.8739380850816014, 0.8747523214720716, 0.9583876504922154, 0.8374450110305439, 0.7779750930841522, 0.7960967310946999, 0.7397942189134733, 0.7345610369185005, 0.731489582809836, 0.7104133766769158, 0.7020365338072633, 0.7052486681306, 0.6957719649434692, 0.6921125614612994]","[1.0059880018234253, 1.0059877035593745, 1.005275723067197, 0.9912427035606268, 0.969646521421394, 0.9511597376821017, 0.9134220979219735, 0.8957919143215575, 0.9262446013303718, 0.8307488925484093, 0.7621307866561292, 0.80324282249718, 0.7575035808845, 0.7294547498421837, 0.7223241100798954, 0.7082475447112864, 0.69373762820932, 0.6783260307965254, 0.6714089965451546, 0.6781291862569674]","[1.0059881210327148, 1.005826414859656, 1.000674609632203, 0.848058588601122, 0.8817692401884782, 1.0020728434215893, 0.8747654316521655, 0.8688969038712858, 0.8081856817428512, 0.8254665446221227, 0.7919600284791956, 0.816131382271497, 0.780225713520941, 0.7431384739701195, 0.6974484806981953, 0.7155823390456764, 0.6690517470044921, 0.6667833302027047, 0.6451426666643885, 0.6465350055589218]","[1.0059878826141357, 1.0059521815993568, 1.0009095803896586, 0.9900374103796602, 0.9173429018710599, 0.9320554805133078, 0.9888912110497253, 0.7918526044217022, 0.9606428585630474, 0.6906165146361096, 0.7406288384322566, 0.7478928835434143, 0.6902434055853371, 0.6777651092470295, 0.647974930551618, 0.6546556422550871, 0.6601008333852797, 0.6431931131205173, 0.6339956909749243, 0.6462126730502856]"
15,"[1.0059881210327148, 1.0059060151890071, 1.00301998759761, 0.9985106948168591, 0.9496907198970969, 0.924092195347102, 0.9266666273276011, 0.9504089892633033, 0.8644631616477714, 0.8012562432463723, 0.7679709006454607, 0.7749854455813013, 0.7713327568912446, 0.7424884898253161, 0.751045460119994, 0.7564382518105435, 0.7406128938089718, 0.721458642163662, 0.7224051838631582, 0.7064008162629725]","[1.0059880677858988, 1.005987524986267, 1.0059878826141357, 0.9912690057176532, 0.8977909900368464, 0.9341079270237624, 0.8335279665059514, 0.8687340797288249, 0.9367253141210536, 0.8339963400032785, 0.7290775920285119, 0.7590037059603315, 0.7231800577661606, 0.7162327901492215, 0.6823362855613232, 0.6924471308290958, 0.6867191737935399, 0.6610029484948726, 0.6803552519793462, 0.6750959695454197]","[1.0059880018234253, 1.005964655177762, 0.9998655892140937, 1.0049787549057392, 0.8168839622958742, 0.8999204643145956, 0.879043084087998, 0.8335208754437138, 0.8621962771692662, 0.744287373357349, 0.8274332917820324, 0.7853466166932174, 0.7044178485433863, 0.6784514299983329, 0.6532420072651872, 0.6279796275413698, 0.629327142419237, 0.6151640734121655, 0.5869186521885973, 0.5967097988799966]","[1.0059880018234253, 1.0059876441955566, 1.0031667872149534, 0.9914562089334835, 0.9205956508896568, 0.9240837414818581, 0.9082099643319544, 0.8926713613006804, 0.8540506404277051, 0.8580729173831265, 0.818904047325404, 0.8168476661016243, 0.7727977141181026, 0.7756221904387378, 0.7254463202589088, 0.7430057724331967, 0.719776714009167, 0.7117132789619042, 0.6781053726450361, 0.6846750609968045]","[1.0059881154696146, 1.0057987597253588, 1.0059200402221293, 0.9462959604251264, 0.9659847561096905, 0.9021342912647459, 0.9169700312373614, 0.922496905799466, 0.8902327894712939, 0.8638037706204135, 0.762328567200839, 0.8086702040831248, 0.7559028689239663, 0.7128038072044199, 0.6864788446823756, 0.6928214815123515, 0.6716297583884061, 0.6880832899820924, 0.6571659958287321, 0.6824788842749114]"
16,"[1.0059880018234253, 1.005987995730506, 0.9933711208478369, 0.9176218987625054, 0.8433664093941751, 0.9702867656103288, 0.9485464192339869, 0.8375305210926918, 0.7898566452331013, 0.7715900466704008, 0.987905742827088, 0.7698946316750964, 0.7177249116563436, 0.6942114554195091, 0.6639353960195575, 0.6595515785644753, 0.6508983554517982, 0.6298444618841614, 0.6413064191257111, 0.6491293056354378]","[1.0059878826141357, 1.0059882402420044, 1.0051853378132136, 1.00153229606272, 0.9597978736655881, 0.9696940741936366, 0.9612398193039076, 0.9401845002896858, 0.8512081044731719, 0.8538761234223241, 0.7762990219334159, 0.8311287929132731, 0.7419220782680945, 0.7242830316481567, 0.6753264223279977, 0.6852136242540195, 0.6825085010989146, 0.6708452281235444, 0.6482365023111454, 0.6466905094562757]","[1.0059880430048163, 1.0059841432715908, 1.00558654163823, 0.9017915177887136, 0.8705783028795262, 0.9640294571597167, 0.9615014603162053, 0.9414263050965589, 0.86016161208803, 0.7195621920520007, 0.7799399795074655, 0.760265305995038, 0.6838264006361214, 0.680122393758008, 0.6369328172354385, 0.6357242981066006, 0.6309761633520776, 0.6274702277177512, 0.6089282238182395, 0.6159526869534242]","[1.0059881210327148, 1.0059610669540637, 1.0059838874653133, 0.9950970135373298, 0.9281064932334303, 0.8090531872653148, 0.9974203524565456, 0.8157118541393618, 0.9246351000696722, 0.8425767389963371, 0.8102340493418954, 0.8305916817651855, 0.7600398381340383, 0.7490356971097715, 0.7052527788702888, 0.6914852445595192, 0.693293646983426, 0.684898859671872, 0.6741625356057076, 0.6686822653117807]","[1.0059880686528755, 1.0059541709976967, 1.005526103034164, 1.000284619403608, 0.9603317327993085, 0.8558636349243949, 0.8027341718023474, 0.9937708323772507, 0.9242537165350384, 0.7332869866670985, 0.6812866741953173, 0.7154202936973536, 0.6741151426265938, 0.6533016835995997, 0.6472375568416383, 0.6499870795508226, 0.6386423007722455, 0.6286329811706085, 0.631185926608365, 0.6426391881267832]"
17,"[1.0059880018234253, 1.005934364554858, 1.0005466365452969, 1.000372262326154, 0.8729756217893928, 0.8917345059520067, 0.8752444887642908, 0.8996994858980178, 0.823668050055552, 0.9893104418720862, 0.764980003943648, 0.7782470230201278, 0.758285970398874, 0.7087371121723243, 0.6767735185583282, 0.7089347214936608, 0.661045326491197, 0.6703180434487083, 0.6320529882865723, 0.6303756451817474]","[1.0059880018234253, 1.0059686279296876, 1.005987891067158, 0.9892368303465121, 0.897565756121067, 0.9295698097378317, 0.9469881931940715, 0.712642994617874, 0.9742083752937991, 0.751496396958828, 0.7409974681036641, 0.7612699648993786, 0.7163336753303354, 0.689644995140608, 0.663102820017422, 0.6954341332087614, 0.6680283021686053, 0.6648327312776536, 0.661097287675648, 0.6525874277618197]","[1.0059880018234253, 1.0056674583512124, 1.0059877753498578, 0.9952482673495707, 0.8626563459905711, 0.782366640733348, 0.9274699920295465, 0.8255947945575521, 0.7956097160595836, 0.7781622338024052, 0.7092318001916312, 0.7247186079854616, 0.6974213417717303, 0.6891682483105347, 0.6796294093011606, 0.6780037694702847, 0.677852204771656, 0.6645310302018517, 0.6485577126012908, 0.6685439329541693]","[1.0059878826141357, 1.005987524986267, 1.0059598612785339, 1.0011033931043414, 0.9930481925516418, 0.9675250239263882, 0.8511750192022083, 0.8060629741862567, 0.9205020246842895, 0.7503782648871643, 0.6890533033969125, 0.7189400828385142, 0.6718850561803339, 0.6857103918793828, 0.6720648974390945, 0.663175126079357, 0.6648550786770353, 0.6614632458924645, 0.6282427195707957, 0.644726742423243]","[1.0059880018234253, 1.005975600468992, 1.0022805429347839, 1.0041675520665718, 0.99993566167475, 0.9160241830288762, 0.8688519855370426, 0.8177375684031333, 0.9783731338833318, 0.7656400734667826, 0.8051822784272107, 0.7898804067963302, 0.7581636997214471, 0.7467282061835732, 0.7187743871621411, 0.6994560285063103, 0.7191009277647192, 0.6865499629968345, 0.6725317244954181, 0.6824484976373537]"
18,"[1.0059880018234253, 1.005668314514738, 1.00548196787786, 0.9900259113311768, 1.0029979796602269, 0.9739552473901498, 0.8874556998758003, 0.812069148389679, 0.9260002016087975, 0.7910029872348814, 0.7536047273407681, 0.7632861721575862, 0.751687936263554, 0.7047516735921604, 0.6994389209015803, 0.7075486893093947, 0.6696855366184856, 0.6798302472089276, 0.6534986989486097, 0.6498320089385967]","[1.0059878826141357, 1.0059581367174784, 0.996221760204344, 1.0044460331309926, 0.9425848761592248, 0.7951565276733552, 0.8532947108540873, 0.7488739269821331, 0.8307224119868544, 0.7396200366559053, 0.7354040641149487, 0.7300060480562124, 0.7502487230481524, 0.734132037882251, 0.7139390677213668, 0.7155766217681495, 0.6982886572769194, 0.6735449113087221, 0.6514315370026261, 0.6619588263679033]","[1.0059880018234253, 1.0059880018234253, 1.0013588642833209, 0.9643694298917597, 0.9531040758014929, 0.8713000812976047, 0.8126794127201793, 0.7960807366740673, 0.9074982439508342, 0.7228461517867717, 0.7515805797173519, 0.9709201545305927, 0.7134134841567338, 0.7085402313130672, 0.7001552299884233, 0.7026303553084532, 0.6871093522027285, 0.6799852500554889, 0.6697382316279291, 0.6544642873424472]","[1.0059880018234253, 1.0059877634048462, 0.9738687527540958, 0.9545964207402383, 1.0058587113293735, 0.8580264442316209, 0.9056224474702218, 0.8135461710242912, 0.892258268525504, 0.7564496494031916, 0.7710928814820569, 0.7680132743640982, 0.7312297177480327, 0.7041749575162175, 0.6867573614373351, 0.680795571421734, 0.6817441672809196, 0.6682136914374852, 0.6702364857810916, 0.6601449510665856]","[1.0059878826141357, 1.0059880018234253, 0.9959437661459952, 0.9689117553619423, 0.963142111120802, 0.9579029082649886, 0.915329510888668, 0.8450655963128866, 0.7055233164372469, 0.7719014781848951, 0.9136000506745444, 0.7306642458715824, 0.676596314746021, 0.6490725401585752, 0.6494582272433873, 0.644511005380238, 0.6290106319207134, 0.6265709657620901, 0.6147958247769962, 0.6164478008539388]"
19,"[1.0059878826141357, 1.0059878826141357, 1.005853518235563, 0.9999150407795955, 0.8439084748366866, 0.9613076957066854, 0.9285878734998029, 0.8749764367004838, 0.8479927719000614, 0.880985626560269, 0.7856883847322127, 0.7954986763813279, 0.756572047910004, 0.7539668018348289, 0.7095662364950686, 0.7202959162493546, 0.7256909430869902, 0.7038566742250414, 0.7051896643247267, 0.6929182032533366]","[1.0059880018234253, 1.0058363368535284, 0.9965860281086931, 0.996518472601669, 0.9726180311345091, 0.9295553085418663, 0.8677014270861342, 0.9833392452109944, 0.7901357988381025, 0.6789146158136804, 0.985140959048512, 0.7199730575889951, 0.660662408336395, 0.6514933247533109, 0.6377708196414239, 0.6377224311503497, 0.6361757166337485, 0.6393765908163606, 0.6309961433437737, 0.6315469532437397]","[1.0059878826141357, 1.0059856285952558, 1.0059881210327148, 0.9901415820133807, 0.9737477696363372, 0.898468971168152, 0.9515625670461944, 0.847927613834841, 0.9928876734020734, 0.6814945194501467, 0.8024294636541545, 0.7040540274661599, 0.6693115712777533, 0.6410366392602223, 0.6379676876360117, 0.6526253017993888, 0.6306335355085556, 0.6261053925918209, 0.6294571495372238, 0.622848199751943]","[1.0059878826141357, 1.0059878826141357, 1.0052348577133332, 1.0034828203856343, 0.9163599454935151, 0.8973549408262427, 0.9196520164849782, 0.8177602195446239, 0.7812360330979632, 0.983450350845703, 0.7520982716300271, 0.7972101073087466, 0.7195273296279137, 0.7132302826718249, 0.6870980856620302, 0.6696828684045208, 0.6705242742507747, 0.673674668126335, 0.6709413902973286, 0.6505806375648638]","[1.0059880018234253, 1.0059880018234253, 1.0059510442945692, 0.9817865485735614, 0.9254435173489831, 0.9675156891466391, 0.9347938235811513, 1.0013843572621395, 0.7721227881854231, 0.8778130353580822, 1.0030836537992112, 0.7976144154896639, 0.7125689995905967, 0.7214399817676255, 0.7116614092871396, 0.7041830468930379, 0.661817391809791, 0.6674205418503044, 0.6552434793807039, 0.6564494570547884]"
