,Worker 45,Worker 46,Worker 47,Worker 48,Worker 49,Worker 50,Worker 51,Worker 52,Worker 53,Worker 54,Worker 55,Worker 56,Worker 57,Worker 58,Worker 59,Worker 60,Worker 61,Worker 62,Worker 63,Worker 64
0,"[1.0059880239520957, 1.0059880239520957, 1.0056592597548435, 0.8146482668046696, 0.932363219752804, 0.9815003121206695, 0.9188108274062181, 0.9404968197201024, 0.8908745125245444, 0.8247638667176268, 0.7866792293275714, 0.775069847121934, 0.7225425647383008, 0.7682715836617962, 0.7193640039788084, 0.694688197775714, 0.6860997667913299, 0.645585852123473, 0.6453740404140313, 0.6318338412856179]","[1.005988023952096, 1.0058934818965939, 0.9356560887319074, 1.0034364136969895, 0.9632065666162257, 0.9231776935383184, 0.8808824171165278, 0.8762623411404459, 0.8696386011114589, 0.8322887776562713, 0.8123502063256792, 0.7960333552300762, 0.7481404905909143, 0.7682697042263651, 0.7071218744663594, 0.6785640228785865, 0.6723413478291527, 0.6615065646680675, 0.6493330085351766, 0.6412415524085525]","[1.0059880239520957, 1.0059795775622855, 1.0009554556597313, 1.0052156061828497, 0.8286238690193974, 0.8860749959313754, 0.9508965138062879, 0.8594765176958642, 0.804376636291635, 0.8148674677434669, 0.8139278617561103, 0.7739218058441901, 0.7484499318980089, 0.7014583527617844, 0.6874244931170944, 0.6623690927068431, 0.6518755031233616, 0.6396936872692817, 0.6250459792927616, 0.6247053457487558]","[1.005988023952096, 1.0059880239520957, 1.005222178031395, 1.0047592416843047, 0.9728566338555336, 0.9658524845281256, 0.8530065530976667, 0.8757916585974285, 0.796909115060823, 0.8160001618767259, 0.7337680090621156, 0.7158036231462387, 0.7201538560687364, 0.677167674142557, 0.6478011912982391, 0.7016670006460267, 0.6698237436149803, 0.6409352377759239, 0.6230001171456482, 0.6168834795444728]","[1.0059880239520957, 1.0059693660467117, 1.005988023952096, 0.9475203097463087, 0.9950774366103597, 0.9444481599942345, 0.9548904624785987, 0.9357204514312158, 0.8541068092730285, 0.7981798986501959, 0.7192958554066639, 0.6810878822691684, 0.6679863174973848, 0.6557320428824752, 0.6489409190136971, 0.6834103656630175, 0.6727715539572608, 0.637842131900027, 0.6441987057363235, 0.6411574297444816]","[1.005988023952096, 1.0059880239520957, 1.0059880239520957, 0.9763834609003901, 1.0030434984325867, 0.8931900000089732, 0.9438525074806455, 0.827069731574321, 0.8169418003985051, 1.0001822925564332, 0.7617100630747834, 0.7130059997939623, 0.7221929230611925, 0.7020227225608583, 0.7012418622485609, 0.6941977189033943, 0.6838284050788903, 0.6780358307651857, 0.6810821126962058, 0.654943651991837]","[1.0059880239520957, 1.0059880239520955, 1.0057796538558978, 0.9504700325880453, 1.0021203045440066, 0.9060063040056363, 0.8746982356689548, 0.7234718752218439, 0.9153775185004538, 0.7926857344935782, 0.726477905618865, 0.746726992548131, 0.7176376975386596, 0.7108088202870864, 0.6844899222209633, 0.704744318748724, 0.6710683487983683, 0.667261975691913, 0.6547551132183345, 0.638283856686767]","[1.0059880239520957, 1.0059762306529205, 0.9782759418629899, 0.961845095481184, 0.9883140651109944, 0.9880690959378925, 0.9401367016080541, 0.9666348860508146, 0.9213040610467121, 0.8871576804374378, 0.854405245795049, 0.825618925335793, 0.8115687357585489, 0.7919231053862102, 0.7603723544102773, 0.7409932145005007, 0.7294994726471444, 0.7303278263547597, 0.7003876156087627, 0.7029760044190508]","[1.005988023952096, 1.0059880239520957, 1.0013670416743594, 1.0026112492892727, 0.9638001639027525, 0.9159262289920997, 0.8436727010700327, 0.796410493742059, 0.7209315758185002, 0.6750138468013384, 0.6075586297167408, 0.6535500922313776, 0.6103505429353135, 0.61106213080583, 0.6078398187917163, 0.6074269503689627, 0.6086149562503405, 0.6151316716458253, 0.6125478712932171, 0.6217567497206871]","[1.0059880239520957, 1.0059880239520957, 0.9953019541095188, 0.979079325206874, 0.9861482332125534, 0.9858002789983913, 0.7951862487896442, 0.7800432769140111, 0.941852593889654, 0.9759991100526579, 0.8447305664953005, 0.7741947462821527, 0.7703796897564446, 0.7537135723187486, 0.7500577755281406, 0.7449025282565561, 0.7017688131061746, 0.6859265282733868, 0.6917532648784982, 0.6786883879917565]","[1.005988023952096, 1.0059880239520957, 1.0047402565873877, 0.9331653153926995, 0.993489796458602, 0.9925885238107098, 0.9742362949995582, 0.7170208221510656, 0.8100829106226785, 0.7630764423293585, 0.8189586232429424, 0.6972100144315404, 0.6478094935867776, 0.6608115309959528, 0.6272081106641318, 0.6286543269540049, 0.6273464116271461, 0.6209388907829068, 0.6088549038405362, 0.605101895190614]","[1.0059880239520957, 1.00589161452644, 1.0045670587033668, 0.9894672931738738, 1.0050761227376823, 0.9340532905542142, 0.9698512328359155, 0.9049621019003853, 0.8316426005026574, 0.7633362508068952, 0.7270440058125084, 0.6456216057223765, 0.6470604734513838, 0.6061776618689119, 0.614775827725589, 0.6032284617220399, 0.6216824631645086, 0.6052185599369766, 0.6126619948975917, 0.5964256782812775]","[1.005988023952096, 1.0059579891241148, 0.9979276087559904, 0.9945869138897057, 0.941776971522315, 0.9136292586189975, 0.9877113335514571, 0.8968002978212062, 0.8659836153921074, 0.837804118404523, 0.7654886550360629, 0.804556699764172, 0.7437154891030867, 0.7381681416533172, 0.7079210590961179, 0.6942980167120821, 0.7120808672810716, 0.6832739782218524, 0.6636045196591621, 0.6638817444614346]","[1.0059880239520957, 1.0059833117442651, 0.937749914984348, 0.9985384611915027, 0.9433015800615254, 0.9666652271161179, 0.9300231978768579, 0.9827451076793398, 0.8319748075086243, 0.7949439525973806, 0.7341741499170058, 0.7491790530670588, 0.7059802863206067, 0.7115519138878825, 0.7033789135108389, 0.6918305056826499, 0.6901251095882264, 0.6617770158501646, 0.6774429569894074, 0.6660324312949112]","[1.0059880239520957, 1.0058603999052054, 1.0053727761494435, 0.9938607875170522, 0.9671908092848199, 0.9845259811420923, 0.9785077116937049, 0.9107380488920528, 0.8692022374005502, 0.8603572743908001, 0.8366215912430712, 0.8394556091121667, 0.8291619551206302, 0.8121874128940986, 0.7908877541176152, 0.7562205540520738, 0.7363884545508488, 0.7033750305955441, 0.6942128023189506, 0.6878675996908563]","[1.005988023952096, 1.005925226292615, 1.0016211368498695, 0.9749889578293516, 0.9259046474356307, 1.0006158332107071, 0.9785568195659659, 0.9522812903979364, 0.9283684172997263, 0.8884832812880435, 0.9017753485612644, 0.843578630221078, 0.8106567198932784, 0.804080424993818, 0.7992898893983493, 0.780153027194823, 0.7752488766448414, 0.7409315189649263, 0.7378402936029513, 0.6999315308738439]","[1.0059880239520955, 1.0059880239520957, 0.9974378151992268, 1.0022324293408376, 0.9538144839067698, 0.8200614930515846, 0.9337591161187528, 0.8770320053375885, 0.9126683612767077, 0.8508689035018889, 0.8066305485615766, 0.7720016212551448, 0.7533442174737759, 0.7333305638296549, 0.7160556576848761, 0.7084553702971222, 0.6928646336206702, 0.6872755739883325, 0.6652437858337498, 0.6569421109652498]","[1.0059880239520957, 1.0059880239520955, 0.9920771421905271, 0.9341278549217698, 1.004509515367595, 0.9770859810811313, 0.8662877475543249, 0.8418069921180135, 0.8214241270432054, 0.7672908682757287, 0.6920420004725303, 0.707532105441075, 0.678903767926953, 0.6763801756308913, 0.6481097524378114, 0.661933684215935, 0.6497336532633312, 0.6481005590330192, 0.6500048671556272, 0.6569742954462142]","[1.0059880239520957, 1.0059880239520957, 0.9830649672940971, 1.0044001729080194, 0.9858211944266171, 0.9844943614269126, 0.9513332653959434, 0.8357205163465554, 0.806529594919481, 0.8114359244794643, 0.799224620548682, 0.7766241665316723, 0.7583661076774414, 0.7480793055136855, 0.7224625737052639, 0.7310199005739374, 0.7160476197740385, 0.717840437984108, 0.7116718735484384, 0.6874656621205302]","[1.005988023952096, 1.005972499251739, 0.8879081873012008, 0.9924466452561687, 0.9299358108176972, 0.8908428612067582, 0.9105491408850392, 0.8535219363303727, 0.8750816062713297, 0.9844289220270125, 0.8182886011248546, 0.773709250722039, 0.7441485977233933, 0.7274297090768754, 0.6761834022452897, 0.675009218952686, 0.6599959258221112, 0.6505823897865312, 0.6330077632736473, 0.6374306578827479]"
