,Worker 0,Worker 1,Worker 2,Worker 3,Worker 4
10,"[1.0059880018234253, 1.0059727554128628, 1.0050186081606933, 1.0050192363093597, 0.7930752678320866, 0.9148968958854675, 0.9027460748559297, 0.8992887961804265, 0.9200119604847647, 0.7878818468313025, 0.8748728545446589, 0.8261908467956866, 0.7481688231907108, 0.7155327139523896, 0.6901661455074344, 0.6953158942737965, 0.6905317625523818, 0.6797449846430258, 0.6661393259420539, 0.6659062790840563]","[1.0059881125796926, 1.0059383114901457, 0.9962623248437439, 1.0014884341846813, 0.9785227351959306, 0.8852640242377917, 0.7899119209964769, 0.9179058673285475, 0.7145053398699471, 0.6888234846685269, 0.7020677543461624, 0.9967728703792649, 0.6917066053970896, 0.6757528885627033, 0.6609027117219838, 0.652839229649516, 0.6481177964339955, 0.6198194641175896, 0.6391925032301382, 0.6183714310237856]","[1.0059880018234253, 1.00593249725573, 1.0059877085444904, 1.0026260891948084, 0.9569714933694011, 0.8498605945345127, 0.9309366515700264, 0.8603351573871844, 0.8369445660213629, 0.9032404446029904, 0.888200657804205, 0.8655661415090464, 0.8116450136358088, 0.7988909695425419, 0.744130639740915, 0.7739257222052777, 0.7470062725953381, 0.689571557346769, 0.6979303919666945, 0.6827470780457511]","[1.005987949443586, 1.0059878826141357, 1.0047689549128214, 0.9930513998113497, 0.8762835772531201, 0.8351339636095847, 0.9313432416289744, 0.9067403293799873, 0.8970248277199389, 0.8519180411852971, 0.7449332156845114, 0.7993634623800865, 0.7434611950483587, 0.7164859650983955, 0.671792413551699, 0.7001203595944727, 0.6747348252269957, 0.6432966691586707, 0.6497526790593008, 0.6325807428691123]","[1.0059879422187805, 1.0059878826141357, 1.002398812048363, 0.8541079293823604, 0.8343158776230283, 0.8118179422075098, 0.9657145070548009, 0.9121162615219752, 1.0050437498333478, 0.8364220870293753, 0.7522666399030372, 0.8021494597151424, 0.7116226383539462, 0.6771518627907893, 0.6756811090927534, 0.6754379775578325, 0.6610223884985904, 0.6647763181184277, 0.6725594171595694, 0.6551424272749761]"
11,"[1.0059881210327148, 1.005980838428844, 1.0027997074705182, 1.0044775894193938, 0.9984627827971873, 0.8963433490678517, 0.9596934488265201, 0.8886833553542994, 0.945676267297581, 0.8868935274295132, 0.760496142592394, 0.7866268715021586, 0.7415104810261365, 0.7229114859062011, 0.6978611258786134, 0.6619291116267142, 0.6517014495381201, 0.6641574490476738, 0.648994091908739, 0.6363835343793787]","[1.0059881210327148, 1.0059877634048462, 1.0058916968047016, 0.9440338235310833, 1.004103472280984, 0.8679871630247193, 0.8279806760916806, 0.8039031842245598, 0.7495609913359988, 0.7570789826984959, 0.993804988752712, 0.9702140815330275, 0.7207657531746711, 0.6799356326159804, 0.6739253736144365, 0.6495364138243175, 0.6471069619797095, 0.6487667212477236, 0.6322709322758395, 0.6274152288653634]","[1.0059880018234253, 1.0059878826141357, 1.0006304134624173, 1.002410920497143, 0.8260618586672677, 0.9399750867817137, 0.8656140315156392, 0.9370025361246533, 0.6587490412321958, 0.7505212915011428, 1.0023635978409737, 0.6857999506389553, 0.6867370530150153, 0.6993097047552918, 0.6980809685000867, 0.697858854354632, 0.6940343513904196, 0.7046091972156004, 0.6807254608201259, 0.6781827638817556]","[1.0059880458947383, 1.0059874988324715, 1.0051872642955395, 1.0055416139930187, 1.0008654480871528, 0.9107614626186062, 0.8619183514515559, 1.0027311563371408, 0.8290320970283614, 0.7568368505694048, 0.789425230840541, 0.9390963925376082, 0.7466265796922674, 0.6884139080872439, 0.6684078423949805, 0.6564354010633748, 0.6421662325841008, 0.6313611615968473, 0.634765418183924, 0.6382162890861732]","[1.005987986651334, 1.0059876543102841, 1.0059878826141357, 1.0039530522775169, 0.9639793674331723, 0.973402515312638, 0.9111814470242973, 0.906795314490193, 0.9546571723499684, 0.8465233183027517, 0.7508233272291795, 0.7908861545209933, 0.7335701002195628, 0.701667868850207, 0.6805768267847974, 0.6719514847494135, 0.6610346699889862, 0.6707422378072233, 0.651743391446694, 0.6409541349022677]"
12,"[1.0059879453254468, 1.0059724800514451, 1.0058967356248336, 1.004946780204773, 0.99172874023818, 0.9851449923322658, 0.9053693747731171, 0.909754520597482, 0.8506740044102524, 0.9767172957249362, 0.7151671728702507, 0.7582842817782152, 0.6999616648618019, 0.673496812429994, 0.6512888374262386, 0.6719730629192459, 0.6745704865244904, 0.6749453432797784, 0.6567695452137426, 0.6636278614130887]","[1.0059880018234253, 1.005987659367648, 1.005498721744075, 1.0059878826141357, 0.9973081811148711, 0.9385802030984801, 0.7937781078014711, 0.996049932988003, 0.9519267084562417, 0.7543828033994545, 0.7294518799176722, 0.7501609348799243, 0.7179697206134747, 0.7317136922388365, 0.7189512292634357, 0.7411734394277587, 0.7067111950525732, 0.7188408236732386, 0.6983891855947899, 0.7012908931482922]","[1.0059880018234253, 1.0059025829729407, 1.003872808976607, 0.9923282342968565, 0.7018934018684156, 0.9897989752376922, 0.8896729636914802, 0.8149633860904159, 0.7311601476055203, 0.9642443188332548, 0.7617250115401817, 0.9765446812095064, 0.6855217229311514, 0.6622431689034207, 0.6622059685624007, 0.6298250531578304, 0.6125640713265448, 0.5975845886435773, 0.584469236460599, 0.5940738733338587]","[1.0059880018234253, 1.005978437987241, 0.9987484328915375, 0.9994499606315536, 0.778245859019684, 0.9567250357613419, 0.9537681924694716, 0.9462744843478155, 0.7856290004116417, 0.9140882299825399, 0.8859700873704872, 0.847684899032718, 0.7837949719317634, 0.7564278583710242, 0.7379943335387442, 0.7144976058241093, 0.7194387712547875, 0.6838976947436429, 0.6927008022398058, 0.6754278900436681]","[1.0059880018234253, 1.0059441747328248, 1.0059878826141357, 1.005347143218975, 0.9985822940113569, 0.9470059932783397, 0.9003751717312167, 0.7570946472627346, 0.7871614658727188, 0.9846414161691762, 0.9736103317773703, 0.7794491193481166, 0.7601762080523703, 0.7285267559837814, 0.7044200595611274, 0.7159615675758834, 0.7011103781169713, 0.6729233768341517, 0.6754228792934105, 0.6637903159721331]"
13,"[1.0059880018234253, 1.0059880018234253, 1.0049724768628978, 1.0059481297117292, 0.9750341647261321, 0.8967145382214075, 0.9603056018761914, 0.901436160495787, 0.8335666888229775, 0.8537292905949583, 0.7602200363531257, 0.786812279010662, 0.6974230640133222, 0.6783166846362028, 0.6653958836860127, 0.6601531236837006, 0.6497249483279508, 0.6723715380526553, 0.6595000041223535, 0.6733463445034894]","[1.0059880018234253, 1.0059399246447014, 0.9881925941476918, 1.0031059717891193, 0.9421027120917734, 0.8550847279333105, 0.8594105664889018, 0.8087396367360847, 0.925665588402989, 0.7300276720463628, 0.7556253668756197, 0.6925846048181105, 0.7074688233164224, 0.7277994950341455, 0.6708377065426774, 0.6983082134524982, 0.6592727141548889, 0.667166374143627, 0.6410059162251877, 0.6548209276178268]","[1.0059881210327148, 1.0059880018234253, 1.0057777779030077, 1.0059881210327148, 0.9988219421198874, 0.9298438873315098, 0.9384291439285182, 0.8087905362293576, 0.7470261312434168, 0.7841030760440562, 0.9201449629393491, 0.7672075365905208, 0.7391212618682119, 0.7533381988002796, 0.6886994154540578, 0.7078802945351962, 0.6926217487981223, 0.6925396958610626, 0.7047278945644696, 0.6770486501280708]","[1.0059880018234253, 1.005988134543101, 1.0051944041252137, 0.9959217380875289, 0.8839484283328056, 0.925347549030275, 0.8770889914096004, 0.9908779689458885, 0.7411603616810206, 0.9527142894930309, 0.7656295161566349, 0.7456955280583917, 0.7071014325877633, 0.6880930286088978, 0.6579326573495913, 0.6430269505309336, 0.6405318100931067, 0.6329769209539048, 0.6232358626313884, 0.6126202811932925]","[1.0059880018234253, 1.0059619959677109, 0.9933150740464528, 1.000332506076254, 0.8293685985905955, 0.8931349853825088, 0.9365199498726864, 0.9707933767636617, 0.8453746314632772, 0.8252132524775736, 0.7567403076920245, 0.7912990845860255, 0.7208355325881881, 0.7122719172170066, 0.6771322845938531, 0.6849850426915318, 0.6683841826488274, 0.6503945736496738, 0.627672560553659, 0.6564379971286263]"
14,"[1.0059880018234253, 1.0059863787227208, 1.002858020344166, 1.0012716959221195, 0.8565600095252798, 0.9992878776126438, 0.8052478683115256, 0.8991307716056554, 0.8241534301939637, 0.990913710377433, 0.7717422659123184, 0.8097697829568025, 0.7446643698275691, 0.6889058805385021, 0.6622793632023263, 0.649876598220582, 0.6648330157558725, 0.6287003564322837, 0.6132791789869467, 0.6114649827913804]","[1.005987990624977, 1.0059870314598083, 0.9992903081335203, 1.0050818881121548, 0.983117847891167, 0.9136168513514779, 0.9722850487087712, 0.8859956303088352, 0.7867783110746832, 0.8883260547512709, 0.8263880315633735, 0.7823505027848061, 0.7392410053809484, 0.7443443864711908, 0.6841774950214107, 0.7139319430532479, 0.6708688115938143, 0.6546020990173624, 0.6429832021154539, 0.6249881150972362]","[1.0059880018234253, 1.005987990624977, 1.0043353784927214, 1.0056762440517695, 0.9508633093009091, 0.9356254780473131, 0.9425542525992249, 0.9251410649701802, 0.9386829594048587, 0.7916972399480415, 0.8988241641539516, 0.8191456161830762, 0.7699920527621953, 0.7782560388849239, 0.7337258120468169, 0.7175507944129934, 0.6870862268694121, 0.6894108131347281, 0.6673591712869779, 0.6419682559717184]","[1.0059880018234253, 1.005934485329522, 0.9986612748618078, 0.9976461783804075, 0.9475128457672668, 0.8788531004840677, 0.8743997952703274, 1.0032644172389098, 0.9782688472608123, 0.8800693543752035, 0.7453905168416525, 0.8129743963690719, 0.7001029183994038, 0.690737570585175, 0.6625137868222564, 0.6590863862678861, 0.6492844157763804, 0.6396475957890954, 0.6152075207925806, 0.6377227510316203]","[1.0059880018234253, 1.0059465387373259, 1.0043404785551207, 1.0004884550065705, 0.9961744093413305, 0.8608096726133366, 0.8708945441246033, 0.9754598786373331, 0.9549293601693529, 0.8538785840375255, 0.7250493451682004, 0.7786517342383211, 0.7065737807178738, 0.7060541680846552, 0.6815148689770939, 0.6734250397317939, 0.6712603677598515, 0.6506341019122287, 0.6531038845925018, 0.6495643756666569]"
15,"[1.0059881210327148, 0.9949533316824172, 1.005987632250545, 1.001887761342405, 0.9259945269455814, 0.8554171675624269, 0.9861630047330953, 0.842867287866997, 0.9197062692738542, 0.8605836145775487, 0.7505920968106901, 0.7822524341865621, 0.741144920769665, 0.7237920357798687, 0.7023836843421062, 0.6996083071873044, 0.6965893812658209, 0.6875046716118702, 0.6843576240328827, 0.6648168704666273]","[1.0059880594773727, 1.0059882402420044, 1.0037059513968651, 1.0058546324691386, 0.9976776903205448, 0.9126384247192229, 0.9908611850666277, 0.9187515788728541, 0.9272039744167617, 0.8083978603915735, 0.8544081158499525, 0.8030155954637913, 0.7588728642885131, 0.7855192410434135, 0.7412237394126979, 0.748638054979871, 0.7405388525655173, 0.7250288902448886, 0.7030943295088681, 0.6970957922995693]","[1.0059881210327148, 1.0059878826141357, 1.0059877634048462, 1.0025003756055928, 0.7816298630562696, 0.879401215116183, 0.840834344213057, 0.9903485388346392, 0.9731013512069528, 0.8371661337577936, 0.7963011433169095, 0.8192540304528342, 0.7329010240643313, 0.714143111329488, 0.7094916178602161, 0.6853401164830936, 0.6683426672491161, 0.683303696531238, 0.6581392388316718, 0.6610322542879918]","[1.0059880018234253, 1.0059108832869867, 0.9283454873947182, 0.9731800194641557, 0.959442583743972, 0.9254095933292852, 0.8381490269273218, 0.9513287104380251, 0.8906622256413854, 0.7969984457890192, 0.7538011937912065, 0.8101453908164091, 0.747108865548866, 0.7391309700319261, 0.7023122286435329, 0.6621067598574992, 0.6506044569054638, 0.645136738135056, 0.6410299266641489, 0.6275029240337887]","[1.0059880018234253, 1.0059577674335904, 0.9944341029663278, 1.0037138074576253, 0.9926023852524132, 0.955234305804426, 0.985242038146414, 0.785475428946542, 0.9148511963420444, 0.8922949871782101, 0.8304395359513735, 0.9156320969504539, 0.778406817380226, 0.7595828058909286, 0.7468038766417239, 0.7536662374271287, 0.7385430406741421, 0.7341072125672692, 0.7323567649782307, 0.7117275503639019]"
16,"[1.0059881210327148, 1.0052769899609113, 1.005987934993975, 0.9262360205915239, 0.934644964033305, 0.8733318811715252, 0.9405834533349432, 0.846179858211315, 0.7279339829373239, 0.8063630514960698, 0.9579038469538544, 0.7698523363614023, 0.7132420812953603, 0.6940115465946269, 0.6673405908755582, 0.6873859681444938, 0.6720162079054298, 0.6564379359977414, 0.6265974292279494, 0.6373275534929049]","[1.0059880018234253, 1.0059882402420044, 1.005970802307129, 1.002801496091515, 0.992183651912092, 0.8817271942201287, 0.8540826044720833, 0.915324581512297, 0.9923268570803633, 0.7419617152063533, 0.8147279927872046, 0.7576429640253385, 0.7300375963777604, 0.7218234490776303, 0.7094261955296752, 0.7322610675927365, 0.7125080944928858, 0.6993815904524592, 0.70787479304003, 0.6958101318204644]","[1.0059880018234253, 1.0059879636764526, 1.0047002364649917, 0.8597636112179419, 1.003030406393186, 1.0036839722503315, 0.8507542881821141, 0.8470348411572702, 0.9928875194474904, 0.7657640083773871, 0.6837141705266755, 0.7302909474481236, 0.6421785539682164, 0.6534568391943519, 0.6271352549935832, 0.6421448313979188, 0.6078158957744487, 0.6144700674524511, 0.6019082821980871, 0.6051515957953953]","[1.0059880018234253, 0.9955524305863814, 1.0059880153338114, 1.0045746740427883, 0.9884009474335295, 0.8922159633251152, 0.9794431313601407, 0.895590433376004, 0.9697129591005017, 0.839237221596819, 0.7994652334277076, 0.8126447909618869, 0.7242774832504566, 0.7573082438909045, 0.726101925916443, 0.6946316516640211, 0.6825731909726606, 0.6819001287041289, 0.6453927369009365, 0.6556406053975977]","[1.0059880018234253, 1.005987808945203, 1.0059334422121144, 1.0034465964996453, 0.9792855525980092, 0.9690494030533415, 0.9734473685784774, 0.9413731341109132, 0.9198607562647926, 0.7397445855297223, 0.9521041449452892, 0.7697522129765665, 0.7067781306953743, 0.7145663912278233, 0.7019572663081415, 0.701065643473406, 0.6742813328284808, 0.6761979982106373, 0.6583919071654478, 0.6648548486407357]"
17,"[1.0059880018234253, 1.005988061668897, 1.0033311509002338, 0.9997047759065725, 0.9945778207104615, 0.9650898877960263, 0.996283588975367, 0.9078817329442862, 0.9895767001130364, 0.8337044540800229, 0.7483837690016236, 0.7819155791454544, 0.7412575766128121, 0.7224329574406148, 0.7009955093482829, 0.7152727116298194, 0.7018508097077861, 0.6844041189024545, 0.670097553460586, 0.660277726883539]","[1.005988118648529, 1.005961840947469, 1.004602947355521, 0.98127856921668, 0.9253141278329522, 0.9660315638359147, 0.9902020840452175, 0.9339196930931072, 0.7663977483908335, 0.88041720817938, 0.9283997496510997, 0.8208778268821312, 0.7299241441804352, 0.7037898323286061, 0.6900285185768147, 0.6815855686697695, 0.6772249290949166, 0.6792281200699132, 0.6607088073230151, 0.6573189035720295]","[1.0059878826141357, 1.005971646308899, 0.9970762819232363, 0.9967792789743404, 0.9447857821981113, 0.9779494328872121, 0.9327720723910765, 0.8720736033296345, 0.8174465611787758, 0.9351583498565837, 0.6884959481137268, 0.7775835965438322, 0.6919023433606131, 0.6872755790125541, 0.6684708311928041, 0.6727831408712599, 0.6677756510087938, 0.6428915575267089, 0.6456095784375764, 0.6530765239292323]","[1.0059880018234253, 1.0059878826141357, 1.005906165537208, 1.0019925480418734, 0.989771426741523, 0.821324620487714, 0.9870349197797101, 0.8193293465538458, 0.8342847946195892, 0.7432505698795572, 0.7640428512249933, 0.7581570999790924, 0.7247955575194022, 0.718176751865281, 0.6807942574508864, 0.6928223413530022, 0.6781386999590229, 0.6805583549870385, 0.6574651035576156, 0.6733490092585785]","[1.0059880018234253, 1.0059207671820516, 1.0053663532180015, 1.0012387836942769, 0.9234952793458495, 1.0059877634048462, 0.8321236943732007, 0.7678846746562707, 0.9222975264173565, 0.7142577619293723, 0.7097747447876015, 1.0028258627833742, 0.6908466824542995, 0.6792832479076554, 0.6455068786111143, 0.6196516578802557, 0.6246618243510073, 0.5813763517291859, 0.5774522860935241, 0.5732441761126422]"
18,"[1.0059880018234253, 1.005986617815615, 0.9976638318553115, 0.9780685323025241, 0.9387181306306762, 0.92600691273959, 0.8804351764270152, 0.7572755928999848, 0.8723599446181095, 0.9985570626307015, 0.7182398910880691, 0.73732405764587, 0.706564567772427, 0.6861951656639576, 0.6633033391833305, 0.6747959078712897, 0.6535249599001625, 0.6442593113807115, 0.6448453416592544, 0.6417770701390926]","[1.0059880018234253, 1.0059882402420044, 1.0059878826141357, 1.0014701863972828, 0.9573979818670436, 0.8643261237096305, 0.6595267820004562, 0.7773858209932694, 0.710614813661786, 0.9684314640001818, 0.8698962010277642, 0.6924557496833079, 0.6555251646011767, 0.6699482509960429, 0.6962241760069373, 0.6890784451561143, 0.6831039363973671, 0.6878290504743957, 0.6505827714427553, 0.6862414542262]","[1.0059880018234253, 1.005952061113685, 0.9659384839492615, 1.0059878826141357, 0.8792709043441397, 1.0044253009497517, 0.8727366829701144, 0.9509790671804939, 0.8114359674489859, 0.9265054972966512, 0.7736265255390393, 0.7802527994308809, 0.7735905115231119, 0.78971888099957, 0.7771660806344013, 0.7823174751738106, 0.7662360705149294, 0.7528925440769003, 0.7374768458999167, 0.7113447783721818]","[1.0059881210327148, 1.0059878665750677, 0.9988708481764552, 1.000552820111766, 0.834218122170429, 0.8836472908746112, 0.8173989835863161, 0.9609583678751281, 0.8432807556065646, 0.9723240213562744, 0.7854996191491984, 0.8399018358747766, 0.7547524832113824, 0.7044525341900311, 0.6935744453454861, 0.6685140318641759, 0.6545082964966393, 0.652863407199732, 0.6750854688988189, 0.651280915646842]","[1.0059880645347363, 1.005987515449524, 1.0019774986276724, 0.9759676761398411, 1.0032636300481932, 0.8792652770545748, 0.693880700773061, 0.7518518977348853, 0.9929114699724949, 0.7297190741697948, 0.7197026471176533, 0.9723130255034476, 0.6651128419729495, 0.6536278630778043, 0.6326646629863917, 0.6248650904707235, 0.6384392333873594, 0.6287120281475963, 0.6211478213785273, 0.6134122452004389]"
19,"[1.0059880018234253, 1.0059878826141357, 1.0059877777340436, 0.9732452152985515, 0.995721910758452, 0.8660231300676712, 0.8573076528190362, 0.8905997237231996, 0.7281688615905516, 0.9084197629702212, 0.8159340823118133, 0.87972016256566, 0.7023178901440568, 0.692352837625176, 0.6806093574398093, 0.657415582725797, 0.65684105227993, 0.6518154728593248, 0.6337766727714828, 0.6308448717765736]","[1.0059879891077677, 1.0059877634048462, 1.0058722613797044, 0.9876796693452681, 0.9530214533179697, 0.887486092074953, 0.8840512568180007, 0.8592197322243392, 0.7908097123738491, 0.9757940025040598, 0.8091852837319325, 1.0049329232567488, 0.7705991939237021, 0.7302839829561988, 0.7045690465846447, 0.7251393561050146, 0.7047214065477101, 0.6926072057961213, 0.680925287209978, 0.6826473020559007]","[1.0059880018234253, 1.0059879453254468, 1.0005445428568907, 0.9562364338052394, 0.9954853470939579, 0.8890526577800212, 0.8467744155363603, 0.7123387785699934, 0.7925032226515539, 0.8960907986549416, 0.7704569917465701, 0.9952915273411105, 0.6922180542966934, 0.6603420614639316, 0.6773382539700981, 0.6351993875371085, 0.6200413752776204, 0.6219269346513532, 0.6309053352399908, 0.6150106579546977]","[1.0059881210327148, 1.0057874362878125, 1.0056081303683195, 1.0047467293642989, 0.9724079838726256, 0.8833342442789464, 0.9714172223962919, 0.844277460846034, 0.9498833024983454, 0.8739345344652732, 0.7534209233733139, 0.7967709028464978, 0.7011801949745476, 0.6771570890946219, 0.6632169308581135, 0.6346956055709208, 0.6403859918752705, 0.6338547283155147, 0.6212895480686366, 0.6344068711913294]","[1.0059880018234253, 1.0059881210327148, 1.0059877634048462, 0.9840283235275384, 0.9805290389723248, 0.8467458397752107, 0.8147582693533464, 0.9445984653014727, 0.9047316017355582, 0.8659715932622702, 0.7539960981965667, 0.7810529292743615, 0.7190997228869284, 0.7426970478606344, 0.7009537617335416, 0.7067447575324713, 0.6940018725741391, 0.6816431893905004, 0.6727395733227634, 0.6816698995021858]"
