,Worker 0,Worker 1,Worker 2,Worker 3,Worker 4,Worker 5,Worker 6,Worker 7,Worker 8,Worker 9
0,"[1.0059880018234253, 1.0059877634048462, 1.001484782406778, 0.9917669973108504, 0.9881111979966212, 0.9865175152547432, 0.9215528642830223, 0.8994067811062841, 0.8200174334916202, 0.7628195501457561, 0.7370382094910048, 0.6980389320729959, 0.7048667549244081, 0.6949044376099952, 0.6846108394680601, 0.6755018606887321, 0.6932474262485601, 0.6641543417672316, 0.6678937699969368, 0.6481649611815058]","[1.0059880018234253, 1.0059875263108147, 1.005964375096138, 0.9680049196698449, 0.8388695375245027, 0.9460737358078812, 0.8479514790002746, 0.8574844537193727, 0.8691381753966062, 0.76114257431241, 0.7545867820249663, 0.7584821196939006, 0.7617372304186074, 0.7433536853558488, 0.7557171561711966, 0.7234669918348693, 0.7034319339241042, 0.7115196909431857, 0.7112347451589927, 0.6928901851071854]","[1.0059878826141357, 1.0058541178221654, 1.003019345998764, 1.002981903167686, 0.8824578852183891, 0.9749641956524415, 0.9113395995895068, 0.8045597330638856, 0.8227451755813878, 0.7956466799823925, 0.7739664603062351, 0.7603366233604123, 0.750467737431478, 0.7199352952386394, 0.7009850640534753, 0.7030419622316505, 0.6843997244687393, 0.6857085903636133, 0.6751667586932278, 0.6642710238665042]","[1.0059881210327148, 1.0059878826141357, 0.9989799693377331, 1.0045994285622029, 0.9795317224360476, 0.891834917369515, 0.8939982991387145, 0.8560375793601829, 0.8307820278669548, 0.815285514948344, 0.7729778065118524, 0.7347651761386431, 0.7204827602915089, 0.7057517015151303, 0.6744592424023031, 0.6677008202250557, 0.6559731407117362, 0.6539833742651072, 0.6404348443719474, 0.6513043420378006]","[1.0059880018234253, 1.0059878826141357, 0.9993491982209562, 0.9870657835705112, 0.9715634326621739, 0.9219133323912668, 0.9127860934084112, 0.8692242451215332, 0.8502193316388311, 0.8112110754456183, 0.7978565254355922, 0.7745893592259498, 0.765763622144557, 0.7541528473011773, 0.745548044699009, 0.7247474226250191, 0.7175385917813489, 0.7127356452487333, 0.69551224797061, 0.6762730992758514]","[1.0059880018234253, 1.0059080246963887, 1.0015810590320164, 1.0014246091156296, 0.8875199509810919, 0.9927756726139724, 0.8967741859260232, 0.8735124942238884, 0.8294744164052635, 0.7624228520450568, 0.6989394977718892, 0.6718074403221559, 0.6359188505683584, 0.6023707348108291, 0.6018810668768305, 0.6116235620656398, 0.5982914732231034, 0.6013447755198889, 0.6109678008550345, 0.5867858139342732]","[1.0059881210327148, 1.0059881210327148, 1.005851904334444, 0.988512611539677, 0.9585884095382209, 0.9639147766792413, 0.9611014050004458, 0.9741103827832925, 0.8932933908610633, 0.8650956675018927, 0.8664228511458696, 0.8447470094459225, 0.808983177062538, 0.7798272476864584, 0.7571048384648983, 0.6883194977632074, 0.6931691275537014, 0.6774103064165272, 0.6714698730017802, 0.680146524785745]","[1.0059880018234253, 1.0059783942530853, 1.0045770988801512, 1.002559263561711, 0.9654211933022798, 0.9852726001089269, 0.9527772047122319, 0.9521191977310662, 0.8879166051956138, 0.8128502721377093, 0.7495073181195091, 0.7422071467234631, 0.7181953957782249, 0.7120304760683065, 0.7098837692719517, 0.6773673268731194, 0.6613343764826505, 0.6515233973330922, 0.6151292570454605, 0.624618207612122]","[1.005987966566375, 1.0059877795884105, 1.004356602370137, 1.005315711377847, 0.7894115571391703, 0.8991821025176482, 0.9070761922935042, 0.9648016417086727, 0.8952200951931453, 0.7583144647364665, 0.7459708901457113, 0.7219129229043469, 0.6900904412672977, 0.6821253253353967, 0.6500653654306826, 0.666784305637232, 0.6571481086133104, 0.6593987689566131, 0.6318627508300724, 0.6278243455561725]","[1.0059880024977406, 1.0059880135035273, 1.0048037142223782, 1.000430565614893, 0.8592387411570308, 0.8799318716983603, 0.8831869452288656, 0.8499036712899353, 0.9016898344502304, 0.84890098954391, 0.8422527583861592, 0.8269596431983842, 0.8061863239576118, 0.779320883549223, 0.756070647588884, 0.7335237317675292, 0.71238485939876, 0.6987516125314164, 0.6946783283894712, 0.6802367584286916]"
1,"[1.0059880018234253, 1.0054948611452121, 0.9983428876568573, 0.9855973061768696, 0.894853869219019, 0.9611732571052782, 0.9275678245286749, 0.833527850303987, 0.8112216821704248, 0.7733426811960008, 0.7384538525809543, 0.7160187688620404, 0.6802094781955685, 0.672421362472303, 0.6525431029393215, 0.6457363430372994, 0.6304758362592471, 0.6226743302050263, 0.6037977815035618, 0.6019624605895293]","[1.0059880018234253, 1.00598800114911, 1.005987522698412, 0.9398106396198272, 0.9677280703819159, 0.978982617048302, 0.9029487326289668, 0.8506740632472616, 0.8194674970254754, 0.7355399679731239, 0.7594799564974477, 0.751600793112408, 0.7217808555864325, 0.7051534961118843, 0.6818907717999184, 0.6755137274030483, 0.6634496893530543, 0.6287259407025395, 0.6464486602520702, 0.6160038111005166]","[1.0059880018234253, 1.0059880018234253, 1.0059876600419633, 0.999599295589659, 0.9273178227862926, 0.9403916520361949, 0.9115316592442869, 0.9116069512716447, 0.8602413263856763, 0.8092589707356511, 0.7720553004982496, 0.767042043963165, 0.7623376849082986, 0.7458696632734453, 0.7305728252608367, 0.7297937830590239, 0.7211810567794424, 0.7118696689334783, 0.7046276847250534, 0.695218008904144]","[1.0059880018234253, 1.005987747221282, 1.0057728322587831, 0.9801039045868498, 0.9938383363593708, 0.9609868800399279, 0.9353825259028059, 0.959759619205889, 0.9073290811584453, 0.8451136528813478, 0.8131234806173979, 0.7636655637019812, 0.7248453632764744, 0.6879915880810733, 0.6811037897356231, 0.6793724494615588, 0.6777156773239675, 0.6845870703458786, 0.6685493240904327, 0.674137023968829]","[1.0059880018234253, 1.0057697400420602, 1.005880401134491, 0.9532435939588932, 0.9943389322179736, 0.9910681354397475, 0.8870925376451376, 0.9598833505854462, 0.8325883804005806, 0.7700830771314977, 0.692789427279824, 0.6802759624355369, 0.6529124830091241, 0.6466220872028909, 0.6379300432915639, 0.6175821654935075, 0.6148619598330873, 0.6085811606425829, 0.6171321576939087, 0.5974499686062336]","[1.0059880018234253, 1.0059878826141357, 1.0059879635319566, 0.9869538027349144, 0.9880760288479352, 0.9637250167432457, 0.9239986969304808, 0.8356557368780627, 0.7891015163274726, 0.807804170774691, 0.7484742275542683, 0.720314430142894, 0.6775464478767279, 0.6619029105386951, 0.6716004862508389, 0.6766532422617229, 0.6840541798538632, 0.6640952950384882, 0.665882398877481, 0.6813267233486128]","[1.0059880018234253, 1.0059882402420044, 1.0051755515734355, 1.0042116863799817, 0.866632971432474, 0.8755698874562677, 0.8138977130043387, 0.8318184433501176, 0.8434893023154952, 0.8370262998402721, 0.7777942174868753, 0.7280811236798763, 0.6988767071098391, 0.6955109233205968, 0.6868723704432598, 0.6872918401492967, 0.6827778175698989, 0.6747463738210876, 0.6722208646481688, 0.6777799289666041]","[1.0059880018234253, 1.0059875326445609, 1.0038037222443206, 1.0016296192130658, 0.9068118832538826, 0.9497898195367871, 0.9132002090926122, 0.8651354326563652, 0.7938658438728313, 0.7932904326464191, 0.8236296672517001, 0.7961864409904287, 0.7688096546855839, 0.7158814403866277, 0.7147862976292769, 0.69836386047981, 0.6981366602429235, 0.665564277847909, 0.6517730110085974, 0.6442988756088296]","[1.0059880018234253, 1.005886132765298, 1.0059878815304149, 0.9915666140932026, 0.9652599118935942, 0.9469225953203259, 0.9452533217692616, 0.9110874246045797, 0.8315293058000429, 0.8073856010626663, 0.766287154449959, 0.7528832329824717, 0.7070112078155231, 0.716679120137535, 0.7039676561319467, 0.6769194294813305, 0.6703271907146531, 0.6773802977363871, 0.6496359507679337, 0.630621884746684]","[1.0059880018234253, 1.005902096936197, 1.0059880018234253, 0.9170057356748919, 0.9041354179683357, 0.9952626565730933, 0.9478816304062352, 0.911398884912934, 0.8591173108960642, 0.8552142674664054, 0.8004157333828584, 0.759291181132348, 0.7344392093143077, 0.6972737206864839, 0.6842790591957594, 0.66348609978954, 0.6568597023700825, 0.6514881576402018, 0.6438473781386409, 0.6425694324527726]"
2,"[1.0059880018234253, 1.0059878826141357, 1.0059878826141357, 0.9176090479438955, 0.8433068930049136, 0.9822411549693406, 0.9212414717252808, 0.9829806225709241, 0.9380210385629625, 0.7835643466524403, 0.7524682375623121, 0.7204088376161426, 0.7039659781829275, 0.6944269189599789, 0.6932035427262084, 0.6937805279999069, 0.6984871632989609, 0.6658066869037922, 0.6646907244080847, 0.6675363045343847]","[1.0059880018234253, 1.0059877634048462, 0.9351049621418269, 0.9528016382335412, 0.9653868325731971, 0.9975066937461043, 0.9563665499410244, 0.8895592085701046, 0.9378927203139873, 0.8900522387178257, 0.815448257570917, 0.7797200029757287, 0.7348023258089417, 0.7401309544931759, 0.72849496485609, 0.698498164258822, 0.7067826228882327, 0.6835276334484418, 0.6713395271939461, 0.6767309117603182]","[1.0059880018234253, 1.005982859062426, 1.0058462764277603, 0.9960330120361213, 0.8723985505781391, 0.895112601033967, 0.8243137920685488, 0.9008205487240445, 0.8427203057992337, 0.7956964385644956, 0.7651727389950644, 0.7425019671248667, 0.7266842228249468, 0.6678967697677588, 0.6493438642464503, 0.6356836764860635, 0.6212111102044582, 0.6143453920444455, 0.6158813434598421, 0.6032525246025938]","[1.0059881210327148, 1.0059878826141357, 1.0046428158307317, 1.0058321151107248, 0.843003585100776, 0.9178431257966793, 0.960621712376373, 0.9061911205510901, 0.8303306376813638, 0.791846304743579, 0.7771254782965689, 0.732863802416156, 0.7252456204382458, 0.7052437867555353, 0.6928002712567045, 0.666770355499754, 0.6400572321902622, 0.6361023135919763, 0.6254603210347469, 0.6274891654876146]","[1.0059881186244464, 1.0059881210327148, 1.0058871397345956, 0.9958294330702888, 0.7034995066585263, 0.913827694943457, 0.8978194897313311, 0.8445969060123569, 0.8054680412887323, 0.7541019052214394, 0.7418041805561745, 0.6955294796448164, 0.6856273219395768, 0.6777715638294967, 0.6896160632853556, 0.6628711768397779, 0.6770609704262078, 0.6601397998676155, 0.6550999956133992, 0.632235302199619]","[1.0059879402680831, 1.0059569448654098, 1.005547093863439, 1.0050823238642528, 0.9323049634002676, 0.995241248800297, 0.9641557558618411, 0.8855116043909632, 0.783580436715574, 0.8131448004733433, 0.7880722476225911, 0.7255218962677802, 0.7202776373079931, 0.7103317596048417, 0.6679278479426196, 0.6753585115406249, 0.6355192286393258, 0.6387502975671581, 0.6490494962111868, 0.6307652545095694]","[1.0059880018234253, 1.0056910205128218, 1.0059880018234253, 0.9605737731432674, 0.9776699229954469, 0.9909833876653151, 0.9606665339313373, 0.8917856783096236, 0.8327108912817155, 0.7629994715569597, 0.7468179140352842, 0.7454301095415246, 0.7238198788494172, 0.716320185850967, 0.714468183050854, 0.6912990857495201, 0.6818062665772558, 0.6844478707993873, 0.6628112161234774, 0.6458103819221559]","[1.0059880018234253, 1.0059877634048462, 1.005275162325965, 1.0021682922888284, 0.98947509451647, 0.9616437256155592, 0.9569666939853417, 0.9276262794961833, 0.7137401729310402, 0.6741300623472591, 0.6670228564995105, 0.6645629912464306, 0.654446096491031, 0.6533810781815438, 0.6570853880634814, 0.6635470969809426, 0.6590936878880467, 0.653196389923493, 0.6503196919867487, 0.6438641239326409]","[1.0059878826141357, 1.0059880256652831, 0.9992969142186521, 0.9851404393321336, 0.8626257087335442, 0.8966706988365963, 0.8588045390717911, 0.9410008235351004, 0.8935470000601778, 0.836467379280413, 0.8175638565210381, 0.7938191793919211, 0.7716229000808013, 0.7409567958899219, 0.7523120093496158, 0.7301866491861415, 0.7215757132645207, 0.701802328108537, 0.6865757427763457, 0.6711527272998684]","[1.0059878826141357, 1.0059880018234253, 1.0035555743809903, 1.0057188963528836, 0.9787588294407334, 0.921543099248048, 0.8946555289144468, 0.7382596353449002, 0.7615260183163965, 0.752616468040329, 0.7307693209747473, 0.7228184855465937, 0.7008341645321461, 0.6962993312589448, 0.6916923752713083, 0.6576497294038836, 0.6526173680840116, 0.6586136507641788, 0.6332866492762108, 0.6196264718126769]"
3,"[1.0059880018234253, 1.0059781520535247, 1.0058903284747192, 0.9365003628863229, 0.9190739061976924, 0.9212824667854742, 0.9127022642378855, 0.9114191635630348, 0.8616950525840124, 0.7883721428025853, 0.7886719860031147, 0.7880316958583967, 0.753389930594148, 0.7341848219118335, 0.7390476530639812, 0.7149150276138927, 0.697423467211651, 0.6762052067286438, 0.6420171856880188, 0.634023710156631]","[1.0059878826141357, 1.0057555285126272, 1.0056425240304736, 1.0056699131715177, 0.9422119714154138, 0.8290612662229875, 0.9320498246616787, 0.9239099876447158, 0.8634820592343205, 0.750004097619141, 0.7531364610806258, 0.7495885821635073, 0.729665537417838, 0.6950469164655666, 0.6811799270245764, 0.6797544935014512, 0.6618534401345133, 0.6632482525269793, 0.6531255704450487, 0.6561696800363787]","[1.0059880018234253, 1.0059877634048462, 1.0026581905586551, 1.00511768884129, 0.9963682801795728, 0.9913945552676615, 0.8835099620108653, 0.8795384784027783, 0.858313356102115, 0.7886866418550713, 0.7213306019492823, 0.6692765241424845, 0.6483287148463606, 0.6478963912722439, 0.6425970899411524, 0.6344643529421753, 0.6371869910561075, 0.64139394730179, 0.6415202625080793, 0.6391700393172226]","[1.0059880018234253, 1.0059878826141357, 1.0059195182299374, 1.0030072640891028, 0.9954852842923366, 0.9424272297909766, 0.8959307700214963, 0.852424739779848, 0.8369262346444708, 0.7409732666205276, 0.7174981593980332, 0.70683330337056, 0.7019182219935788, 0.6909636561226363, 0.6691125007816637, 0.6621375050809648, 0.6480193820746258, 0.6566286253929138, 0.643891072340987, 0.6312485000987847]","[1.0059880018234253, 1.0058733577439278, 1.005805004558178, 1.0036587751754606, 0.8133693395901208, 0.8262119448726828, 0.9165202740015406, 0.8897954098805032, 0.8924142303791913, 0.8213677084837298, 0.7597306698440301, 0.7170318167686763, 0.7145230922042721, 0.7043526708515304, 0.6905616114145577, 0.6836736345637326, 0.669308849570125, 0.655329495791835, 0.6597571566700935, 0.6621007280518311]","[1.0059879568128876, 1.0059492746266452, 1.0059880018234253, 0.9698957341427755, 0.9651038112002189, 0.9782625605241216, 0.9828494288825026, 0.8775101628207197, 0.8424954512022963, 0.8027388908646323, 0.8039216962727633, 0.7710435985766276, 0.7610435745722116, 0.7545608713048877, 0.7192488234016028, 0.7102016379428331, 0.7017759612202644, 0.6929218764542932, 0.6721821568003207, 0.6523700294214668]","[1.0059878826141357, 1.005981154634495, 1.0059877843326992, 0.9998848478481023, 0.9472583985870535, 0.9409937439964275, 0.9485749118255846, 0.8047961271922998, 0.7404992876390014, 0.7216973935985806, 0.7143932349242346, 0.6978245912522378, 0.6685210851467017, 0.6683249482873714, 0.6374955361058013, 0.6362002219906961, 0.6229560230566997, 0.6175709280115788, 0.617983671955087, 0.6134291800510402]","[1.0059881210327148, 1.0059878826141357, 1.0049937860773068, 1.000127502330626, 0.7526724852757021, 0.9444838242458574, 0.9284715060513429, 0.8744372281763289, 0.8162245241831048, 0.792780205685683, 0.7668066031101978, 0.7628257816608506, 0.7620271886132582, 0.7682863871196304, 0.7645296230791795, 0.7239084713582439, 0.7052113974410477, 0.6952175963617334, 0.6788234667946594, 0.6380441491335932]","[1.0059879159204888, 1.0059878826141357, 0.9887585389373278, 1.003756163409262, 0.8914646836091774, 0.880068060319231, 0.9390183951758375, 0.8794649161052223, 0.7873271150134429, 0.7621042922771338, 0.7291231778339304, 0.7036624967028396, 0.6979700818131066, 0.6881293761368954, 0.703658412362289, 0.6974282892560116, 0.6952435612467804, 0.6941844169343963, 0.7081488662446388, 0.6938240029023152]","[1.0059880018234253, 1.0059878826141357, 1.0058455468669083, 0.9962912302787857, 0.920812585395996, 0.8791284568020792, 0.8572870012786653, 0.9333479735827205, 0.8345034481660284, 0.7986527842448817, 0.7603393607458683, 0.7436673114140226, 0.7203898819001636, 0.6861205549176895, 0.7009341157114867, 0.6733964694645068, 0.665628137749554, 0.6693231200103206, 0.6409251685485695, 0.6318746757702997]"
4,"[1.0059880018234253, 1.0059876441955566, 1.0059878826141357, 1.004551351985546, 0.9898990723821852, 0.8825242744100215, 0.9007620831420927, 0.8874949543373754, 0.852764872646693, 0.7954606000492067, 0.7560553397162996, 0.7369794652272355, 0.7223706425289915, 0.7140471826809826, 0.702800968519666, 0.6944769403007296, 0.6853555048625879, 0.679703015474358, 0.6724915058609813, 0.663124211532901]","[1.0059880018234253, 1.005987548828125, 1.0054656693309245, 0.9965826763829799, 0.8943993587806971, 0.9614816956929486, 0.9190570347417485, 0.9150495493773259, 0.8246409820547007, 0.8144183183468954, 0.7804746438397302, 0.7741557235007335, 0.7536951764153712, 0.7421556377636663, 0.7195597729658839, 0.7090198909242947, 0.7073547190638504, 0.676208975342187, 0.6834413739782993, 0.6585412103419352]","[1.0059881210327148, 1.0059485944593796, 1.0059693650765853, 1.0039437348553628, 0.9976926524530757, 0.8321437771723728, 0.9143356734393823, 0.905286783238854, 0.8464002191312987, 0.8023051067343866, 0.7480870981183317, 0.7218338424102827, 0.6734331144241974, 0.6889224583512605, 0.6629752320201711, 0.6192054995578347, 0.6300677229388796, 0.6267659076054891, 0.6189603195437278, 0.6223092068882302]","[1.0059880018234253, 1.0059746241569518, 1.0028134779496627, 1.0018178324627154, 0.8412251167104702, 0.9883066630122638, 0.848774283152036, 0.8620241827555377, 0.8263753213575392, 0.8188105388136223, 0.7960837809545825, 0.7529461385505368, 0.7659622571654994, 0.7399032260251768, 0.7262738178775768, 0.7053776776339069, 0.6742302158264198, 0.6779411454092372, 0.6511621983213858, 0.6330458568126867]","[1.0059880018234253, 1.00598788022995, 1.002496941330457, 1.0003240371472908, 0.9661351439928768, 0.968338523711821, 0.9378109946034171, 0.8473351337090888, 0.8197531818229743, 0.7374383627149191, 0.6690246157182588, 0.6703518707809424, 0.6710839784039994, 0.6742214052966147, 0.6814597896418788, 0.6918073361765856, 0.6942389270422434, 0.6848539384717893, 0.6730759815043873, 0.6809731966874214]","[1.0059879981387745, 1.0059293547543613, 0.9919699026719488, 1.0017407407423462, 0.9881593216790093, 1.0018210559300702, 0.9465283907603735, 0.7740116675002406, 0.7696547800031576, 0.771172651734316, 0.7697975577067847, 0.7573399145585118, 0.7357055117475866, 0.7251029404711844, 0.6610311188736949, 0.6687466651261454, 0.6552842096803766, 0.6455999730151109, 0.650003239104543, 0.6360718783811488]","[1.0059880018234253, 1.0059881205269785, 1.0017349090118601, 0.9995020931296879, 0.878025420512816, 0.8877741062701351, 0.9623503568919018, 0.9164948698005291, 0.8405855821900897, 0.777127440948077, 0.7505411397116353, 0.7063871117613533, 0.6967111063891589, 0.6959751740745221, 0.6873164134284463, 0.6944990962533035, 0.6565974104554966, 0.6348523890520588, 0.6398765621642873, 0.6405040280039263]","[1.0059880040149496, 1.0059881210327148, 0.9934732479398901, 0.9789452370128247, 0.9738389612869783, 0.9754546168717471, 0.8851857014737948, 0.8896983182038923, 0.8464048533126561, 0.7786439786143977, 0.7638498034320697, 0.7347279521807878, 0.7076388638489174, 0.7092427400898452, 0.6902721231062002, 0.6976760902308454, 0.6597163369950622, 0.6778535318705771, 0.6606665848376173, 0.6642803399595949]","[1.0059880018234253, 1.0059882402420044, 0.9994515526776362, 0.9969144933392303, 0.8810555834059763, 0.9665682729627146, 0.9287596068478594, 0.9374738916483792, 0.906658228735129, 0.7652536250936864, 0.7556567670901616, 0.7257997613197024, 0.717878986380317, 0.6882144088651797, 0.6907009204183564, 0.6844608872842909, 0.6581763447023401, 0.6766158696286606, 0.6482770326989468, 0.6502645689550072]","[1.0059880018234253, 1.0058285209626863, 1.0052492163638875, 1.0038285083963414, 0.9252558488075179, 0.996885700520843, 0.9271357442092414, 0.9540807285212507, 0.847659370276061, 0.7991229607405687, 0.7552638232452099, 0.7447643541236116, 0.7279410274582679, 0.7239944570609416, 0.7014508987752476, 0.7051782269429678, 0.6837421064364789, 0.6839264984037539, 0.6926456234431025, 0.6702130798543945]"
5,"[1.0059878826141357, 1.005988000306216, 1.0042945595943567, 1.005439250794324, 0.956006271956545, 0.9862252314042563, 0.9247460272667384, 0.9768685434502785, 0.8698483869644127, 0.8541314528295488, 0.7791015293230914, 0.7628064839045207, 0.7332661760244706, 0.6923117760501125, 0.6771498896738496, 0.6698484859608038, 0.6531396706552819, 0.6423367477456728, 0.6507086169554127, 0.634206720093886]","[1.0059880018234253, 1.005988137216279, 0.9985398808151784, 1.0054202394051985, 1.0028875292912878, 0.9091538788543807, 0.9516239795239285, 0.98326125544129, 0.783232823589986, 0.7342059702885272, 0.710057928065459, 0.693957769887315, 0.7093457513987416, 0.6945965687719861, 0.6753084435667654, 0.6655517602403357, 0.6528104737130078, 0.6501226601922753, 0.6358528043781266, 0.6512322773942442]","[1.0059878826141357, 1.0059699938754842, 1.0059850430488586, 0.9886838729152776, 0.9475933460785885, 0.942265988040452, 0.8870508228076829, 0.8808006186768262, 0.8276177210037154, 0.771857622681242, 0.743122473322984, 0.7022610928344004, 0.6922778100986975, 0.6758869373181251, 0.6807458434035681, 0.6614645642192677, 0.6796789822238263, 0.6626620103253259, 0.6496125358433434, 0.6468567064118506]","[1.0059881210327148, 1.0059881210327148, 1.0052068901062012, 0.9533266605211027, 0.8972519960307112, 0.9405241378389224, 0.9614110546942913, 0.8263300853215083, 0.7438780144895568, 0.7522584098457086, 0.7023383554921607, 0.6882723625651513, 0.6702732558232365, 0.6719387980497846, 0.6640875182443797, 0.6418138384036344, 0.6380829004883164, 0.6228127961282176, 0.6194093042536818, 0.6178397505466986]","[1.0059879737911803, 1.005985930351296, 0.9980737254113862, 1.0056551662117543, 0.9120534988394892, 0.928577429221736, 0.9028000712394715, 0.862676012437753, 0.8511774387714839, 0.8000039048312289, 0.7972921417728819, 0.7777567098056427, 0.7338699044738755, 0.7266631535056866, 0.7047285503269446, 0.6909847055902385, 0.6817531796416851, 0.6725479913826543, 0.6800442092421681, 0.6474002281282887]","[1.0059880018234253, 1.0059673948721453, 1.005797425857698, 0.9946011315030281, 0.8937569114896986, 0.8987177294342205, 0.8428974323922938, 0.9105917925304837, 0.8616804428413661, 0.7904653141745414, 0.7624994105221045, 0.7344106746382183, 0.7077411410062, 0.7086881781888731, 0.6834411483235432, 0.6790193883006019, 0.6597178503374259, 0.6411010889242393, 0.6364462241741142, 0.6270656455782326]","[1.0059881194432576, 1.005969555329795, 1.000382744579604, 0.995642085761735, 0.9608326117318086, 0.9667986063343106, 0.9860164655699875, 0.9432152316847233, 0.8524778945503211, 0.7443580590850777, 0.746246231657387, 0.7472605649058265, 0.7277473576999072, 0.7118955330129224, 0.7037183343129929, 0.6866146679192481, 0.6916855166476182, 0.6956972027156088, 0.6886082152931979, 0.6953076000466492]","[1.005988041174532, 1.005968321405276, 0.9945675494935777, 0.99386023329966, 0.9820858231337384, 0.9856648515691661, 0.9232441366320908, 0.8765706044134468, 0.7715500190989538, 0.7693028552438875, 0.7548302420612537, 0.7268810322670022, 0.7149327256432687, 0.6933095428934603, 0.6814123044727427, 0.6682634830399595, 0.6667858755076774, 0.6629645387045663, 0.6350173710572599, 0.6430762704755321]","[1.0059880018234253, 1.0059875485632155, 1.0056738727502148, 1.0004500865936279, 0.9403457401978849, 0.938129258059492, 0.9098040631082323, 0.8897049417941257, 0.7150522474417783, 0.7262725755436854, 0.7321125807033645, 0.7482934969648568, 0.709262263157753, 0.7025805205769009, 0.6892441429513874, 0.6640265278954699, 0.6387181790308519, 0.646890060912178, 0.6286199094415313, 0.6326863437680283]","[1.0059880043521072, 1.0059877634048462, 1.005894704178126, 0.9987301299547908, 0.9995152608312742, 0.9971082748547949, 0.9085428432141892, 0.91781785311723, 0.8478044481635696, 0.7067527657815001, 0.7052682464983728, 0.6880804659968073, 0.7053128547800912, 0.6982688246276042, 0.6904166310649328, 0.6901497718676775, 0.667750029116869, 0.6529787772502562, 0.6605687133200241, 0.6579697832164139]"
6,"[1.0059878836978566, 1.0059881210327148, 1.0059880309393912, 1.0058149343066745, 0.9261288423459939, 0.9429559129717374, 0.8736772945944709, 0.8807016398509343, 0.8509859091163886, 0.8185636985452488, 0.7782348691077545, 0.7508063897821639, 0.7335540691349242, 0.70572043174144, 0.7001234668673891, 0.6633993568926146, 0.6611070801091916, 0.6610172022999538, 0.63140243660922, 0.6351935583172422]","[1.0059880018234253, 1.0059698112083204, 1.005210184761972, 0.918424660680872, 0.963478251454806, 0.9911945230431027, 0.8989644024468432, 0.9289689579756573, 0.922123518875151, 0.833721600822126, 0.7980383916515292, 0.7752162704819983, 0.7626786111611309, 0.747736762917102, 0.7338676257145526, 0.7300184319476889, 0.7066976402865516, 0.702080029982208, 0.6766430201840521, 0.6837506500006926]","[1.0059880018234253, 1.0059836415811019, 1.0023128835360209, 0.9377407067713112, 0.9941961164004876, 0.9359535167915652, 0.961652277756219, 0.8874703246054023, 0.8172554947300391, 0.8134985175247145, 0.8140915290966179, 0.7908508777106651, 0.744502379678265, 0.7291028326238045, 0.7210028060834215, 0.7078891121573521, 0.7010938480511458, 0.7044238172215644, 0.6927928568467949, 0.6699941833106556]","[1.0059878826141357, 1.0059880018234253, 1.0031937366302568, 1.0052791821595395, 0.8764374668670423, 0.9147816342235816, 0.8410113997140316, 0.8490133173944372, 0.7614388023753359, 0.7148156599775709, 0.7000013692360936, 0.7025741974527787, 0.6891520980948752, 0.6851814695876656, 0.665026145238768, 0.6811117580066426, 0.6741446440298148, 0.6659221646024122, 0.6572016919140864, 0.6598141319793884]","[1.0059880018234253, 1.0059878826141357, 0.9923342171702723, 0.9829494593480621, 0.9752889340212851, 0.9980629880620976, 0.8885476020430073, 0.8810364285924218, 0.840142950924358, 0.7519353119712887, 0.7407673152588835, 0.6842170795753146, 0.6695620236658689, 0.6591688191981027, 0.6408138587649422, 0.6363284686448598, 0.6121387035091116, 0.6097580598821544, 0.6008054298644114, 0.6027621067729261]","[1.0059880018234253, 1.005988137216279, 1.0059581598368559, 1.0013352622648681, 0.9882399736510383, 0.9570070213440692, 0.9223374342105606, 0.9148896786781272, 0.85515679583405, 0.7721714453775473, 0.7513827672420126, 0.7256620101886566, 0.7309953821141912, 0.70364635159873, 0.6917552539089111, 0.7132512922901095, 0.7031004193906832, 0.6878860126119671, 0.6666239285107814, 0.6635332702175535]","[1.005988014683579, 1.0059027468796933, 1.0014590002912465, 0.9921440412901869, 1.0023619853727745, 1.001047286541775, 0.9565641057310682, 0.9130258976209044, 0.779298746497041, 0.7399792202750239, 0.6999280525096739, 0.7008900707794561, 0.7061810826683286, 0.7185949065257805, 0.7224451710930978, 0.6964720046475078, 0.6975452060801814, 0.6943660646225467, 0.7000221895720019, 0.6785630050000518]","[1.0059878826141357, 1.0059878826141357, 1.001564802834482, 0.9828305469016836, 0.9303428143262863, 0.9570001391389154, 0.9812926354914, 0.8713102749742643, 0.8284380754045766, 0.7730980168237831, 0.7482593676929522, 0.7416857458304877, 0.7326472653915184, 0.7108135098986553, 0.7085058117725632, 0.6957592255298537, 0.6729831207957533, 0.6743744358194597, 0.6709445663323306, 0.6831191090787903]","[1.0059880018234253, 1.0058408774992433, 1.004129938356804, 0.9974255401197106, 0.9323759823224761, 0.91024006674085, 0.9634727143278026, 0.96357326333872, 0.8691037717296017, 0.8125471031394872, 0.7341880952077683, 0.6982786341839367, 0.6738567303768312, 0.6338116427879743, 0.6284598055045412, 0.6156514642229586, 0.6048962627712524, 0.5918829598089661, 0.5921175659876882, 0.5837518163025379]","[1.0059878826141357, 1.0059355143826416, 1.0048002647871923, 0.9965837997499138, 0.9805544169322409, 0.9682016679373654, 0.9106976452620342, 0.8998514056807817, 0.8398351979075056, 0.8015465038804093, 0.7728438799835817, 0.7441227531071866, 0.6951989680935036, 0.7169384471500161, 0.6858958282118494, 0.6592106901891905, 0.6556514592814927, 0.641792520879194, 0.6274865941176511, 0.6259844512439737]"
